,text,A005,A008,A012,A009,A003,A002,A007,A004,A010,A001
2284,"Man muss das verstehen.
Merkel hat sich gefreut dass sie ihren feurigen Südstaatenlover mal wieder trifft, und sich hinter verschlossenen Türen gleich vornüber gebückt und gebettelt.

Weil anders ist das ja wirklich nicht zu erklären.
Es ist abstoßend was man da mitansehen muss.",-1,3,3,-1,-1,3,-1,-1,4,3
2285,"unglaublich, hier trifft sich wieder der rechte rand österreichs um über flüchtlinge zu hetzen. das opfer hat selber schuld wenn sie sich offenbar zu unvorsichtig verhält und keine armlänge abstand hält. schämt euch. #FREIBURGISTNAZIFREI",-1,0,0,-1,-1,0,-1,-1,0,0
2286,Mit Ihrer Postinghistorie passen Sie erstaunlich gut in Ihr eigenes Bild vom dämlichen Bürger.,-1,0,0,-1,-1,0,-1,-1,0,0
2287,"wenn mir eine Kolligin im Büro so mit Genderscheiss daherkommt, dann bekommt sie von mir ein Dickpic geschickt...
am nächsten Tag ist sie dann wie ein gezähmtes Mäuschen...",-1,3,4,-1,-1,3,-1,-1,4,4
2288,Tipp an alle ö Männer: man kann lustlosen Eseln eben nicht das Galoppieren beibringen. Deshalb: besser im Ausland rassige Rennpferde zureiten! LOL :-))),-1,3,3,-1,-1,3,-1,-1,4,2
2289,Doch. Deutschland hat die Krise wesentlich besser gehandhabt als die Loser in Britain und der totale Idiot in den USA.,-1,0,0,-1,-1,0,-1,-1,0,0
2290,Sie sind ein Troxxel,-1,0,0,-1,-1,0,-1,-1,0,0
2291,"Die muss ja gscheit schlechte Filme machen, wenn sie so ein Foto mit gekünsteltem Rauch und extraschircher Brille nötig hat.",-1,0,0,-1,-1,1,-1,-1,2,0
2292,Tabletten vergessen?,-1,0,0,-1,-1,0,-1,-1,0,0
2293,Geh bügeln Rendi.,-1,3,1,-1,-1,3,-1,-1,3,2
2294,"Also wenn man jemanden ""c*nt* nennt, die ihren Freund mit mehreren Männern in der Videospiel-Industrie betrügt, um ihr ""Spiel"" (""Depression Quest"") auf den Markt zu bringen, während sie ständig darüber herzieht, wie furchtbar Männer sind und sich als Opfer darstellt, ist die Frage wie ""böse"" das ist.

""Wer sie nicht kennt, bitte einfach mal auf YouTube ansehen was die Dame so von sich gibt.""

Haben Sie scheinbar nicht gemacht.",-1,0,2,-1,-1,0,-1,-1,3,3
2295,"naja wenns ein normalerweise hündisch ergebener arschkriecher wie der barr sagt, dann muss es schon so sonnenklar sein. da scheint er dann doch angst vor der wirklichkeit zu bekommen. jetzt wird er entweder vom 45er beleidigt oder gar entlassen.....",-1,0,0,-1,-1,0,-1,-1,0,0
2296,"Klassische weibliche ""Argumentation"", das lasse ich lieber gleich bleiben.",-1,-1,2,-1,-1,2,3,2,2,-1
2297,"Habens dir grundsätzlich in das Gehirn geschissen, oder? Nichts davon was du in deiner wirren Panik schreibst, habe ich jemals behauptet. Du bist ein Foren-Nazi sondergleichen, diese Methodik erinnert an eine sehr dunkle Zeit - Graturliere {USER}, du hast dich mittlerweile so viel mit gekonnter Diffamierung beschäftigt, dass du heute schreibst wie ein NSDAPler in den 30er Jahren.",-1,0,0,-1,-1,0,-1,-1,0,0
2298,"Kopfkino
Die Rosetten sind heute in aller Munde.

---------------------------------------------------------------------
Posting-Urgestein: mit Glied seit 62 Jahren",-1,0,3,-1,-1,0,-1,-1,4,0
2299,"Die OPCW hat bereits in Douma gezielt desinformiert, gelogen, betrogen und morden lassen
{URL}

Was brauchst DU noch als Beweis?
Auch damals wurde NICHT ermittelt sondern nur beschuldigt.
Danach fielen Bomben und Syrer wurden ermordet, dank OPCW",-1,0,0,-1,-1,0,-1,-1,0,0
2300,"Nur Raunzer, Besserwisser und Halblustige am Start",-1,0,0,-1,-1,0,-1,-1,0,0
2301,"Alle Medaillen retour, aber ein bisschen flott!
Bitte! Dieses Mannweib jagt ja nicht nur die Zeit, sondern auch jedem der ihr-ihm begegnet, einen Schreck ein.
Soll bei den Männern starten.",-1,2,3,-1,-1,2,-1,-1,2,3
2302,"Frauen sind nicht so dämlich auf billige Propaganda reinzufallen, daher sind desillusionierte Männer die Zielgruppe.",-1,0,2,-1,-1,0,-1,-1,0,2
2303,hättest wenigstens bis danach warten können denn ich habe gehört dumm f....t gut :-),-1,2,3,-1,-1,2,-1,-1,0,2
2304,Dei is trogat...,-1,2,0,-1,-1,2,-1,-1,2,0
2305,"Egal ob das gelöscht wird aber das muss raus. 

 du bist einfach ein Trottel...",-1,0,0,-1,-1,0,-1,-1,0,0
2306,Ist das altgriechsich für deppert?,-1,0,0,-1,-1,0,-1,-1,0,0
2307,De Stodara aus Innschbrugg wieder... Dass' da ned z'bled is so an Krompf schreim.,-1,0,0,-1,-1,0,-1,-1,0,0
2308,"wußten sie nicht?

die mit den borsten sind holländerinnen",-1,0,2,-1,-1,0,-1,-1,0,0
2309,"Danke für eine Zusammenfassung, die es auf den Punkt bringt. Unser Baby-Kanzler (die umstrittene satirische Bezeichnung als Baby-Hitler erscheint angesichts der absoluten Nullleistung von Mr. Gelfrisur als zu hoch gegriffen) hat keinen Plan, keine Ahnung und trabt wie ein Ochs an der Leine seiner braunen Kumpels. Ich bin wirklich gespannt, wie lange diese Tragikomödie noch weitergeht.",-1,0,0,-1,-1,0,-1,-1,0,0
2310,"bei frauen nennt man das ""rückwärts einparken"" und nicht amok lauf.

(disclaimer: wenn {USER} männerfeindlichen bullshit postet, darf ich mit frauenfeindlichen bullshit antworten.)",-1,2,3,-1,-1,2,-1,-1,2,2
2311,Schuster bleib bei deinen leisten...,-1,0,0,-1,-1,0,-1,-1,0,0
2312,"die komplette Gleichberechtigung würde heute
die Frauen schlechter stellen denn sie genießen viele Vorteile die ihnen offensichtlich nicht mehr bewusst sind.

Ich als Mann wäre sofort dafür alle geschlechterspezifischen Stellen im Gesetz zu streichen.
Also Wehrdienst für alle, gleiches Pensionsantrittsalter, bei Scheidungen landen die Kinder nicht mehr automatisch bei der Frau etc ... da gibt es viel mehr als euch bewußt ist ...

Sei vorsichtig was du dir wünscht es könnte in Erfüllung gehen ...",-1,0,3,-1,-1,2,-1,-1,2,2
2313,"Es entbehrt nicht einer gewissen Komik, wenn die FPÖ-""Frauensprecherin"" sich wegen sexistischen Entgleisungen aufregt.

Ich möchte übrigens hinzufügen, Fr. Hartinger-Klein kommt mir sicher nicht ins Schlafzimmer, weder als Leopardenteppich, noch sonst.
Für mich hat diese Person eher etwas von einer Ausleger-Lampe (der Term dafür ist Armleuchter).",-1,3,2,-1,-1,1,-1,-1,2,3
2314,"Spenden Sie die EUR 100
an gefallene Mädchen und Sie werden umgehend ein Gefühl der Befriedigung erleben.",-1,0,0,-1,-1,4,-1,-1,3,0
2315,Welchen Schwanz?,-1,0,0,-1,-1,0,-1,-1,0,0
2316,"Hollywoods Damen, die Karriere machen woll(t)en, waren bzw. sind durch die Bank billige Schl****, die für jede Minirolle mit den Produzenten ins Bett gehüpft sind. Und Jahre später kommt die Retourkutsche dafür, dass die Karriere trotzdem nie begonnen hat oder abrupt endete. So kommt man halt wieder in die Schlagzeilen. Das gilt speziell für Argento, und ihr macht es jetzt halt ein ebenso Gefallener nach.",-1,-1,3,-1,-1,2,4,4,3,-1
2317,"Einmal mehr ein gefundenes Fressen für all
die jämmerlichen Geschöpfe, die täglich auf eine neue Schauergeschichte aus ihrem Trumpuniversum warten und sie auch prompt frei Haus geliefert bekommen, damit sie am Leben gehalten werden, in ihrem innerlichen Drang auf Vergeltung. Dass Sie ihrem einzigen Lebensinhalt immer ähnlicher werden, ist dabei nicht allzu störend, denn zu stark ist der krankhafte Zwang nach der Aufstellung immer neuer Verschwörungstheorien, um das Unvorstellbare verarbeiten zu können. Der Standard stellt hier die unglaubliche Niedertracht dieses Menschenschlages plakativ zur Schau. Es ist diesem Qualitätsmedium zu danken, dass all diese humanen Defizite schonungslos aufgedeckt werden und als mahnendes Beispiel der Menschheitsgeschichte dokumentiert bleiben.",-1,0,0,-1,-1,0,-1,-1,0,0
2318,"So manche Rotstrichler hier sind offensichtlich völlig unbedarfte - ja Rotstrichler und sonst gar nix eben. Und zwar deshalb, weil sie alles rot stricheln, auch Aussagen die sich diametral (ein Begriff den sie womöglkich gar nicht kennen) widersprechen.

Rotstrichler also, die keine Meinung haben, außer daß der Andere halt ein Trottel ist. 
Da wären u.a.: Sexist, da zu kurz, Das System, Böser alter Mann, {USER}, {USER}....alles Paradebeispiel von Trollen.",-1,0,0,-1,-1,0,-1,-1,0,0
2319,"Sie selbst zählen sich allerdings nicht dazu. ""Ich habe nicht vor, Primaria zu werden"", sagt etwa Luise Auer. ""Ich habe nur ein Leben, und das möchte ich nicht nur in der Arbeit verbringen.""
dürfte sich DOCH um ein Problem der ""Feminisierung"" der Ärzebelegschaft handeln.




Die Grafik zeigt deutlich mehr Frauen als Männer, die ein Medizinstudium starten - doch am Ende, auf den Chefposten, bleiben fast nur Männer übrig.

{URL}


Traumberuf ""Frau Doktor"" ...  


:---))))))))))",-1,1,3,-1,-1,0,-1,-1,2,2
2320,"""Ohne Frauen, die Kinder großziehen und ihren Männern ""den Rücken freihalten"",""

Umgekehrt, meine Liebe. Umgekehrt.
Ohne Männer, die diese Frauen (nota bene erwachsene Menschen!) erhalten! Könnte keine Wirtschaft bestehen.

Und gleichzeitig jammern, dass immer weniger kinder geboren werden.
Das ist doch die Folge dieser dämlichen feministischen Männerhetze. Die Männer haben immer weniger Bock darauf. 
Klar jammern die frauen dann, Kinder sind das einzige Druckmittel, das sie haben, um Männer weiterhin zu verpflichten, sie zu versorgen.",-1,2,3,-1,-1,3,-1,-1,3,2
2321,"Da sieht man eben, dass Männer und Frauen rein biologisch nicht dieselbe Leistung bringen können, was dir Diskussion um Turniergelder obselet macht.",-1,2,2,-1,-1,2,-1,-1,2,2
2322,i sags immer wieder: KANE GEPECKTEN WEIBER!!!!,-1,3,2,-1,-1,1,-1,-1,3,1
2323,mädchenboxen halt.,-1,2,2,-1,-1,0,-1,-1,1,0
2324,"Was ich allerdings zugegebenermaßen nicht verstehe ist, warum türkische Eltern bzw. Eltern mit türkischen Migrationshintergrund so vehement daran festhalten ihren Kindern türkische Vornamen zu geben, wenn diese in Österreich geboren und wohl sicher auch hier ihr Leben verbringen werden. Damit unterscheiden sich Türken klar von vielen anderen Migrantengruppen, die versuchen Vornamen zu finden, die es in beiden Sprachen gibt oder eben deutsche Vornamen vergeben (zB Chinesen). Auch der offensichtliche Unterschied zu anderen Migranten wirkt sich auf die Beurteilung der türkischen Vornamen aus (betrifft ja nicht nur die Muhammeds). Türkischsstämmige mit deutschen Vornamen sind so selten, dass sie einem jedes Mal auffallen.",-1,0,0,-1,-1,0,-1,-1,0,0
2325,"Die Kommentare beweisen natürlich wieder, dass Feminismus gerade im patriarchalen Österreich noch notwendig ist. Während hier ein feministisch recherchierter Artikel über die Benachteiligung von Frauen veröffentlicht wird, fühlen sich die Männer wieder dazu aufgerufen zu patriarchalen Argumentationsmethoden wie Fakten zu greifen und mansplainen, dass es weder Luxussteuer noch Tamponsteuer gibt.
/sark",-1,0,0,-1,-1,0,-1,-1,2,0
2326,"was für die FPÖ der aschermittwoch, ist für die feministinnen der frauentag (bzw mittlerweile ""frauenwoche"" )
die botschaft ist die selbe, wechseln zwischen opferrolle und sinnlosen pauschalangriffen. 
das einzig beruhigende, dass dieses grüppchen nur von ca 1-2% der bevölkerung ernstgenommen wird. 
wäre übrigens schön würde sich die fp auch auf diese ""grösse"" reduzieren.",-1,2,2,-1,-1,2,-1,-1,3,3
2327,in ihrer heutigen pk hat sie tatsächlich hypomanisch wie eine frischverliebte gewirkt,-1,0,1,-1,-1,0,-1,-1,2,0
2328,Trifft sich die Frauenbundrunde und haben nichts zu reden- weil alle da sind. ;),-1,0,3,-1,-1,1,-1,-1,3,1
2329,Um Sarkasmus verstehe zu können benötigt man ein Mindestmaß an Intelligenz. Klingelts?,-1,0,0,-1,-1,0,-1,-1,0,0
2330,Also. Hat die Trulla ein vernünftiges abgeschlossenes Hochschulstudium oder nicht? Also nicht. Wusste ich es doch,-1,2,2,-1,-1,1,-1,-1,3,2
2331,"Schande über euch, die selbsternannte 'qualitäts'presse",-1,0,0,-1,-1,0,-1,-1,0,0
2332,Der Mann redet über Sie. Hören Sie zu oder bleiben Sie weiter dumm.,-1,0,0,-1,-1,0,-1,-1,0,0
2333,...auf Geheiß irgendwelcher Männer. Normalerweise sind die nicht so deppert.,-1,0,1,-1,-1,0,-1,-1,0,0
2334,"Man gibt Narzissten, unreifen Kindern und Karens nicht nach, das bringt nichts.
Wenn Karen den Geschäftsführer sprechen will dann gibt man ihr Hausverbot und wenn unreife Kinder versuchen ihren Willen durchzusetzen und einen zu kontrollieren dann gibt man ihnen Hausarrest, man fördert diese Störung nicht auch noch.

{URL}

""Pathologischer Narzissmus kann sich sowohl durch Prahlen und Hochstapelei äußern wie auch durch unersättliche Ansprüche und Erwartungen.""

""Persönlichkeiten mit einer NPS halten sich für etwas Besonderes. Sie leiten daraus auch das Recht ab, bestimmen zu können, wie andere Personen mit ihnen umzugehen haben und welches Verhalten anderer sie erwarten dürfen. Das heißt, sie setzen anderen Regeln.""",-1,0,0,-1,-1,1,-1,-1,2,0
2335,wieviele chancen bekommt diese hochbezahlte pfeife eigentlich so für das immerwährende versagen? und warum ist der noch immer im amt?,-1,0,0,-1,-1,0,-1,-1,0,0
2336,Da trafen die sexuellen Vorlieben eines Franzosen auf die manipulativen Gelüste der Rechtspopulisten.,-1,0,0,-1,-1,0,-1,-1,0,0
2337,"Sie und ihr Gesinnungsgenossen sollten zwangsübersiedelt werden - ins Flüchtlingslager Kara Tepe für die nächsten drei Monate
Von dort können´s ja dann fleissig posten
So was von menschenverachtend, eine einzige Schande für uns Österreicher*innen
""gusch"" möcht ma laut schrein!",-1,0,0,-1,-1,0,-1,-1,0,0
2338,"#RücktrittJetzt  #DankeTürkisBlau!  #StoppPoliceAggression
# du bist a fester pfost.",-1,0,0,-1,-1,0,-1,-1,0,0
2339,"Eh klar
Frauen sind die armen Opfer. 

So wird das nie was mit Emanzipation.",-1,0,2,-1,-1,2,-1,-1,3,1
2340,"es gab keinen Staatsstreich.
Das Problem in Spanien ist, es gibt kaum Gewaltenteilung - die Richter hängen sich mit ihren Urteilen an die Politik. Dafür werden sie dann auch mit Orden ausgezeichnet.

Spanien hat demokratische Strukturen, ist aber noch lange nicht mit einer Demokratie wie bei uns, zu vergleichen.

Folter, Ausschaltung der Meinungsfreiheit durch Kriminalisierung von Demonstranten (span. Knebelgesetz), politische Urteile usw. haben in einer Demokratie nix verloren. Sonst wären bei uns auch schon einige Sänger, Rapper in Haft.",-1,0,0,-1,-1,0,-1,-1,0,0
2341,"na, sollte es soweit kommen, dann hoffe ich das du und deine gesinnungsgenossen die ersten opfer seid, was den intelligenzquozienten des landes sprunghaft ansteigen liesse.",-1,0,0,-1,-1,0,-1,-1,0,0
2342,"Nur weil du nicht kapierst, dass nicht jeder ein Kettenraucher mit 3 Packerl am Tag ist, brauchst nicht so Scheiß arrogant sein!",-1,0,0,-1,-1,0,-1,-1,0,0
2343,"20 000 euro im Monat für was genau?

Ich mach’s ihr um 15000! (beraten)",-1,0,1,-1,-1,0,-1,-1,0,0
2344,Hat ja bei der Räumung Gazas durch Israel super funktioniert.,-1,0,0,-1,-1,0,-1,-1,0,0
2345,"Theoretisch hast du Recht.
Aber da die Bevölkerung ganz offensichtlich zu dumm dazu ist, muss die Regierung handeln.

Würden die Menschen vernünftig handeln wäre keine einzige Maßnahme der Regierung notwendig gewesen.",-1,0,0,-1,-1,0,-1,-1,0,0
2346,"sofortiger rücktritt!
Dieser mensch hat nicht alle tassen im schrank! verhöhnung aller an den massnahmen leidenden menschen in österreich!",-1,0,0,-1,-1,0,-1,-1,0,0
2347,Die Austrotürken …. seh ich immer wieder vor dem Konsulat.... mit Austro haben die aber mehrheitlich nix zu tun-,-1,0,0,-1,-1,0,-1,-1,0,0
2348,"ich erwarte dass bundesgrünen beispiel nehmen. ab jetzt keine grünInnen mehr.

frauen in politik haben nichts zu suchen!!!!!!!",-1,2,3,-1,-1,3,-1,-1,3,0
2349,Was sind Sie bloß für ein Depp.,-1,0,0,-1,-1,0,-1,-1,0,0
2350,"Wie macht er das?

Ist das ein Zaubertrick?

{URL}",-1,0,0,-1,-1,0,-1,-1,0,0
2351,i hab a an Tschuschen Namen & Vorfahren und bin Wiener. checkst des du heisl?,-1,0,0,-1,-1,0,-1,-1,0,0
2352,"Diese Meghan Markle verfügt in einem, sehr privaten, Teilbereich des menschlichen Lebens ganz bestimmt über herausragende Fähigkeiten - die dürften ihr im Hollywood eines Harvey Weinstein auch ein paar Nebenrollen eingebracht haben - ihr Jackpot war halt, dass auch dieser Partyprinz von ihrem Talent so angetan war, dass er sie am Ende sogar ehelichte.

Manche schaffen es halt so ganz nach oben - das ist ja nicht wirklich neu - als Familie des Partyprinzen muss einem das aber nicht gefallen.",-1,2,3,-1,-1,2,-1,-1,3,3
2353,"fakenews
die sargnagel ist keine wichsvorlage sondern ein verhütungsmittel",-1,0,3,-1,-1,2,-1,-1,3,0
2354,"Eigenartig
Vor ein paar Wochen veröffentliche der Standard die pseudointellektuell aufgepimpte Denunziation einer Komikerin über das Buch einer Slam-poetry-Poetin, jetzt facht ein deutsches Comedy-Sternchen einen Shitstorm gegen eine Spiegelautorin an.

Musste man je lesen, dass der Hader den Scheuba nicht mag oder dass der Reserarits den Maurer schlecht findet? Nicht dass ich wüsste...

Was ist mit den Damen? Aufmerksamkeit um wirklich jeden Preis? Ist das eine Frage der Generation oder der Hormone?",-1,-1,2,-1,-1,0,0,3,2,-1
2355,"Liebe Sigi Maurer
du bist ein wunderbarer Mensch.
Das Leben ist zu schön und bietet mehr als diesen unnötigen Ärger und juristische Streitigkeiten. Füttere nicht unnötig Anwälte und Journalisten mit diesem Mist. Denn es gibt Wichtigeres: Verlasse diese Stadt und ziehe hinaus aufs Land. Finde den richtigen Mann der dich liebt, ehrt und achtet bis an dein Lebensende. Die Früchte eurer Liebe möge zahlreich sein, mindestens 3 Kinder sollen euer Haus mit Freude und Lachen erfüllen.
Nimm dieses Urteil an. Egal ob gerecht oder ungerecht, nimm es einfach an. Es ist ein Kreuz, das gehört zum Leben.
Suche dir Freunde und ein Umfeld, das deine Würde achtet. Das Urteil kann ein Neuanfang; hinterfrage dein derzeitiges Leben. Doch behalte eines: deinen Tiroler Akzent ;-)",-1,2,1,-1,-1,3,-1,-1,1,2
2356,"Na schau, wenigstens einer der dem Zwerg geholfen hat: der Referee!",-1,0,0,-1,-1,0,-1,-1,0,0
2357,"das passt doch.
wir sind keine pussies.",-1,0,2,-1,-1,0,-1,-1,2,0
2358,"Alte weiße Männer haben für ca. 90 % der Nobelpreise gesorgt.
Dafür, dass heute nicht mehr in Höhlen leben. Dafür, dass die Menschen ins Weltall fliegen können und wir davon sprechen können, irgendwann einmal die letzten Geheimnisse dieses Planeten zu entdecken.

Und alte weiße Männer haben Kriege vom Zaun gebrochen, die Atombombe erfunden und sie auch benutzt. Und sie haben politische und Wirtschaftssysteme entwickelt, die Menschen Gutes und Schlechtes gebracht haben.

Man sieht also, alte weiße Männer sind wohl die mit Abstand erfolgreichste Gruppe der menschlichen Spezies. Hut ab vor so viel Verstand und Energie.

Und was haben Frauen wie Passmann daneben gemacht? Witze gerissen und gebügelt. Na ja, jedem das seine.",-1,0,3,-1,-1,3,-1,-1,3,2
2359,"warum seid ihr solche kleingeister? dann sinds 17,50 sekunden oder auch zwanzig... die zahl stand metaphorisch dafür wie klein die stadt ist aber ihr begriffsbehinderten hängt euch bei den kilometern auf... alter wie eng kann der horizont sein oder wie klein muss das selbstbewusstsein sein wenn man sich über sowas aufregt oder profiliert...",-1,0,0,-1,-1,0,-1,-1,0,0
2360,"Aber
fesch ist die schon.

Prolomädels sind gut im Bett, aber zur Familie mitnehmen kann man die nicht.",-1,-1,3,-1,-1,3,3,4,3,-1
2361,Wann wechseln die Standard-Sport-Praktikanten endlich zu DieStandard?,-1,-1,0,-1,-1,0,0,0,0,-1
2362,":-D

Richtig.",-1,-1,0,-1,-1,0,0,0,0,-1
2363,"Wenn du ne Schwuchtel, einen menschgewordenen Ponny, oder eine Frau die als stärker als Khabib präsentiert wird, spielen willst, go ahead. Aber dann habe ich genau so das Recht diesen Umstand auf die Art und Weise die mir lieb ist, zu kritisieren.",-1,-1,0,-1,-1,0,3,3,0,-1
